time,amplitude
0.112404,-15967
0.112426,-15934
0.112449,-15900
0.112472,-15867
0.112494,-15834
0.112517,-15800
0.112540,-15767
0.112562,-15733
0.112585,-15700
0.112608,-15666
0.112630,-15633
0.112653,-15599
0.112676,-15566
0.112698,-15532
0.112721,-15498
0.112744,-15465
0.112766,-15431
0.112789,-15397
0.112812,-15364
0.112834,-15330
0.112857,-15296
0.112880,-15262
0.112902,-15229
0.112925,-15195
0.112948,-15161
0.112971,-15127
0.112993,-15093
0.113016,-15059
0.113039,-15026
0.113061,-14992
0.113084,-14958
0.113107,-14924
0.113129,-14890
0.113152,-14856
0.113175,-14822
0.113197,-14788
0.113220,-14754
0.113243,-14719
0.113265,-14685
0.113288,-14651
0.113311,-14617
0.113333,-14583
0.113356,-14549
0.113379,-14515
0.113401,-14480
0.113424,-14446
0.113447,-14412
0.113469,-14377
0.113492,-14343
0.113515,-14309
0.113537,-14274
0.113560,-14240
0.113583,-14206
0.113605,-14171
0.113628,-14137
0.113651,-14102
0.113673,-14068
0.113696,-14034
0.113719,-13999
0.113741,-13965
0.113764,-13930
0.113787,-13895
0.113810,-13861
0.113832,-13826
0.113855,-13792
0.113878,-13757
0.113900,-13722
0.113923,-13688
0.113946,-13653
0.113968,-13618
0.113991,-13584
0.114014,-13549
0.114036,-13514
0.114059,-13479
0.114082,-13444
0.114104,-13410
0.114127,-13375
0.114150,-13340
0.114172,-13305
0.114195,-13270
0.114218,-13235
0.114240,-13200
0.114263,-13165
0.114286,-13130
0.114308,-13095
0.114331,-13060
0.114354,-13025
0.114376,-12990
0.114399,-12955
0.114422,-12920
0.114444,-12885
0.114467,-12850
0.114490,-12815
0.114512,-12780
0.114535,-12745
0.114558,-12710
0.114580,-12674
0.114603,-12639
0.114626,-12604
0.114649,-12569
0.114671,-12533
0.114694,-12498
0.114717,-12463
0.114739,-12428
0.114762,-12392
0.114785,-12357
0.114807,-12322
0.114830,-12286
0.114853,-12251
0.114875,-12215
0.114898,-12180
0.114921,-12145
0.114943,-12109
0.114966,-12074
0.114989,-12038
0.115011,-12003
0.115034,-11967
0.115057,-11932
0.115079,-11896
0.115102,-11860
0.115125,-11825
0.115147,-11789
0.115170,-11754
0.115193,-11718
0.115215,-11682
0.115238,-11647
0.115261,-11611
0.115283,-11575
0.115306,-11540
0.115329,-11504
0.115351,-11468
0.115374,-11432
0.115397,-11396
0.115419,-11361
0.115442,-11325
0.115465,-11289
0.115488,-11253
0.115510,-11217
0.115533,-11182
0.115556,-11146
0.115578,-11110
0.115601,-11074
0.115624,-11038
0.115646,-11002
0.115669,-10966
0.115692,-10930
0.115714,-10894
0.115737,-10858
0.115760,-10822
0.115782,-10786
0.115805,-10750
0.115828,-10714
0.115850,-10678
0.115873,-10642
0.115896,-10606
0.115918,-10569
0.115941,-10533
0.115964,-10497
0.115986,-10461
0.116009,-10425
0.116032,-10389
0.116054,-10352
0.116077,-10316
0.116100,-10280
0.116122,-10244
0.116145,-10207
0.116168,-10171
0.116190,-10135
0.116213,-10099
0.116236,-10062
0.116259,-10026
0.116281,-9990
0.116304,-9953
0.116327,-9917
0.116349,-9880
0.116372,-9844
0.116395,-9808
0.116417,-9771
0.116440,-9735
0.116463,-9698
0.116485,-9662
0.116508,-9625
0.116531,-9589
0.116553,-9552
0.116576,-9516
0.116599,-9479
0.116621,-9443
0.116644,-9406
0.116667,-9370
0.116689,-9333
0.116712,-9297
0.116735,-9260
0.116757,-9223
0.116780,-9187
0.116803,-9150
0.116825,-9113
0.116848,-9077
0.116871,-9040
0.116893,-9003
0.116916,-8967
0.116939,-8930
0.116961,-8893
0.116984,-8856
0.117007,-8820
0.117029,-8783
0.117052,-8746
0.117075,-8709
0.117098,-8673
0.117120,-8636
0.117143,-8599
0.117166,-8562
0.117188,-8525
0.117211,-8488
0.117234,-8451
0.117256,-8415
0.117279,-8378
0.117302,-8341
0.117324,-8304
0.117347,-8267
0.117370,-8230
0.117392,-8193
0.117415,-8156
0.117438,-8119
0.117460,-8082
0.117483,-8045
0.117506,-8008
0.117528,-7971
0.117551,-7934
0.117574,-7897
0.117596,-7860
0.117619,-7823
0.117642,-7786
0.117664,-7749
0.117687,-7712
0.117710,-7675
0.117732,-7637
0.117755,-7600
0.117778,-7563
0.117800,-7526
0.117823,-7489
0.117846,-7452
0.117868,-7415
0.117891,-7377
0.117914,-7340
0.117937,-7303
0.117959,-7266
0.117982,-7229
0.118005,-7191
0.118027,-7154
0.118050,-7117
0.118073,-7080
0.118095,-7042
0.118118,-7005
0.118141,-6968
0.118163,-6930
0.118186,-6893
0.118209,-6856
0.118231,-6818
0.118254,-6781
0.118277,-6744
0.118299,-6706
0.118322,-6669
0.118345,-6632
0.118367,-6594
0.118390,-6557
0.118413,-6520
0.118435,-6482
0.118458,-6445
0.118481,-6407
0.118503,-6370
0.118526,-6332
0.118549,-6295
0.118571,-6257
0.118594,-6220
0.118617,-6183
0.118639,-6145
0.118662,-6108
0.118685,-6070
0.118707,-6033
0.118730,-5995
0.118753,-5957
0.118776,-5920
0.118798,-5882
0.118821,-5845
0.118844,-5807
0.118866,-5770
0.118889,-5732
0.118912,-5695
0.118934,-5657
0.118957,-5619
0.118980,-5582
0.119002,-5544
0.119025,-5507
0.119048,-5469
0.119070,-5431
0.119093,-5394
0.119116,-5356
0.119138,-5318
0.119161,-5281
0.119184,-5243
0.119206,-5205
0.119229,-5168
0.119252,-5130
0.119274,-5092
0.119297,-5054
0.119320,-5017
0.119342,-4979
0.119365,-4941
0.119388,-4904
0.119410,-4866
0.119433,-4828
0.119456,-4790
0.119478,-4753
0.119501,-4715
0.119524,-4677
0.119546,-4639
0.119569,-4601
0.119592,-4564
0.119615,-4526
0.119637,-4488
0.119660,-4450
0.119683,-4412
0.119705,-4375
0.119728,-4337
0.119751,-4299
0.119773,-4261
0.119796,-4223
0.119819,-4185
0.119841,-4148
0.119864,-4110
0.119887,-4072
0.119909,-4034
0.119932,-3996
0.119955,-3958
0.119977,-3920
0.120000,-3882
0.120023,-3844
0.120045,-3807
0.120068,-3769
0.120091,-3731
0.120113,-3693
0.120136,-3655
0.120159,-3617
0.120181,-3579
0.120204,-3541
0.120227,-3503
0.120249,-3465
0.120272,-3427
0.120295,-3389
0.120317,-3351
0.120340,-3313
0.120363,-3275
0.120385,-3237
0.120408,-3199
0.120431,-3161
0.120454,-3123
0.120476,-3085
0.120499,-3047
0.120522,-3009
0.120544,-2971
0.120567,-2933
0.120590,-2895
0.120612,-2857
0.120635,-2819
0.120658,-2781
0.120680,-2743
0.120703,-2705
0.120726,-2667
0.120748,-2629
0.120771,-2591
0.120794,-2553
0.120816,-2515
0.120839,-2477
0.120862,-2439
0.120884,-2401
0.120907,-2363
0.120930,-2325
0.120952,-2287
0.120975,-2248
0.120998,-2210
0.121020,-2172
0.121043,-2134
0.121066,-2096
0.121088,-2058
0.121111,-2020
0.121134,-1982
0.121156,-1944
0.121179,-1906
0.121202,-1868
0.121224,-1829
0.121247,-1791
0.121270,-1753
0.121293,-1715
0.121315,-1677
0.121338,-1639
0.121361,-1601
0.121383,-1563
0.121406,-1525
0.121429,-1486
0.121451,-1448
0.121474,-1410
0.121497,-1372
0.121519,-1334
0.121542,-1296
0.121565,-1258
0.121587,-1219
0.121610,-1181
0.121633,-1143
0.121655,-1105
0.121678,-1067
0.121701,-1029
0.121723,-991
0.121746,-952
0.121769,-914
0.121791,-876
0.121814,-838
0.121837,-800
0.121859,-762
0.121882,-723
0.121905,-685
0.121927,-647
0.121950,-609
0.121973,-571
0.121995,-533
0.122018,-494
0.122041,-456
0.122063,-418
0.122086,-380
0.122109,-342
0.122132,-304
0.122154,-265
0.122177,-227
0.122200,-189
0.122222,-151
0.122245,-113
0.122268,-75
0.122290,-36
